Date,quarter - year,Ticker,diferencia_cierre_vs_apertura,nombre_holding,activity_act,activity_porc,Operacion_insider,resultado_operacion_insider,insider_rating,ebitda,netIncome,eps_surprise
03-10-2022,Q4 2022,AAPL,2.02630615234375,BRK,1,0.0004,0,-30.0,1.0,38932000000.0,29998000000.0,-0.07
03-10-2022,Q4 2022,AAPL,2.02630615234375,FS,1,0.0279,0,-30.0,1.0,38932000000.0,29998000000.0,-0.07
03-10-2022,Q4 2022,AAPL,2.02630615234375,BRK,1,0.0004,0,-56.0,1.0,38932000000.0,29998000000.0,-0.07
03-10-2022,Q4 2022,AAPL,2.02630615234375,FS,1,0.0279,0,-56.0,1.0,38932000000.0,29998000000.0,-0.07
17-10-2022,Q4 2022,AAPL,-0.8730621337890625,BRK,1,0.0004,0,-6.0,1.0,38932000000.0,29998000000.0,-0.07
17-10-2022,Q4 2022,AAPL,-0.8730621337890625,FS,1,0.0279,0,-6.0,1.0,38932000000.0,29998000000.0,-0.07
28-10-2022,Q4 2022,AAPL,5.1197662353515625,BRK,1,0.0004,0,-61.0,1.0,38932000000.0,29998000000.0,-0.07
28-10-2022,Q4 2022,AAPL,5.1197662353515625,FS,1,0.0279,0,-61.0,1.0,38932000000.0,29998000000.0,-0.07
22-11-2022,Q4 2022,AAPL,-0.0385894775390625,BRK,1,0.0004,0,-39.0,1.0,38932000000.0,29998000000.0,-0.07
22-11-2022,Q4 2022,AAPL,-0.0385894775390625,FS,1,0.0279,0,-39.0,1.0,38932000000.0,29998000000.0,-0.07
22-03-2023,Q1 2023,AAPL,-3.427337646484375,BRK,1,0.0227999999999999,0,-28.0,1.0,31216000000.0,24160000000.0,0.09
22-03-2023,Q1 2023,AAPL,-3.427337646484375,FS,1,1.8599,0,-28.0,1.0,31216000000.0,24160000000.0,0.09
03-04-2023,Q2 2023,AAPL,-0.1607513427734375,AM,1,1.0,0,-24.0,1.0,26050000000.0,19881000000.0,0.07
03-04-2023,Q2 2023,AAPL,-0.1607513427734375,FS,0,0.0069999999999999,0,-24.0,1.0,26050000000.0,19881000000.0,0.07
03-04-2023,Q2 2023,AAPL,-0.1607513427734375,AM,1,1.0,0,-2.0,1.0,26050000000.0,19881000000.0,0.07
03-04-2023,Q2 2023,AAPL,-0.1607513427734375,FS,0,0.0069999999999999,0,-2.0,1.0,26050000000.0,19881000000.0,0.07
03-04-2023,Q2 2023,AAPL,-0.1607513427734375,AM,1,1.0,0,-15.0,1.0,26050000000.0,19881000000.0,0.07
03-04-2023,Q2 2023,AAPL,-0.1607513427734375,FS,0,0.0069999999999999,0,-15.0,1.0,26050000000.0,19881000000.0,0.07
04-04-2023,Q2 2023,AAPL,-3.024078369140625,AM,1,1.0,0,-14.0,1.0,26050000000.0,19881000000.0,0.07
04-04-2023,Q2 2023,AAPL,-3.024078369140625,FS,0,0.0069999999999999,0,-14.0,1.0,26050000000.0,19881000000.0,0.07
06-04-2023,Q2 2023,AAPL,0.1880035400390625,AM,1,1.0,0,0.0,1.0,26050000000.0,19881000000.0,0.07
06-04-2023,Q2 2023,AAPL,0.1880035400390625,FS,0,0.0069999999999999,0,0.0,1.0,26050000000.0,19881000000.0,0.07
13-04-2023,Q2 2023,AAPL,1.8767852783203125,AM,1,1.0,0,-39.0,1.0,26050000000.0,19881000000.0,0.07
13-04-2023,Q2 2023,AAPL,1.8767852783203125,FS,0,0.0069999999999999,0,-39.0,1.0,26050000000.0,19881000000.0,0.07
08-05-2023,Q2 2023,AAPL,-1.1316375732421875,AM,1,1.0,0,-11.0,1.0,26050000000.0,19881000000.0,0.07
08-05-2023,Q2 2023,AAPL,-1.1316375732421875,FS,0,0.0069999999999999,0,-11.0,1.0,26050000000.0,19881000000.0,0.07
07-08-2023,Q3 2023,AAPL,-5.2536773681640625,AM,0,1.0,0,-10.0,1.0,29622000000.0,22956000000.0,0.07
07-08-2023,Q3 2023,AAPL,-5.2536773681640625,FS,1,0.0005,0,-10.0,1.0,29622000000.0,22956000000.0,0.07
03-10-2023,Q4 2023,AAPL,-1.5322723388671875,BRK,0,0.0109,0,-14.0,1.0,43221000000.0,33916000000.0,0.07
03-10-2023,Q4 2023,AAPL,-1.5322723388671875,FS,1,0.001,0,-14.0,1.0,43221000000.0,33916000000.0,0.07
03-10-2023,Q4 2023,AAPL,-1.5322723388671875,BRK,0,0.0109,0,-7.0,1.0,43221000000.0,33916000000.0,0.07
03-10-2023,Q4 2023,AAPL,-1.5322723388671875,FS,1,0.001,0,-7.0,1.0,43221000000.0,33916000000.0,0.07
03-10-2023,Q4 2023,AAPL,-1.5322723388671875,BRK,0,0.0109,0,-32.0,1.0,43221000000.0,33916000000.0,0.07
03-10-2023,Q4 2023,AAPL,-1.5322723388671875,FS,1,0.001,0,-32.0,1.0,43221000000.0,33916000000.0,0.07
06-10-2023,Q4 2023,AAPL,1.968353271484375,BRK,0,0.0109,0,-37.0,1.0,43221000000.0,33916000000.0,0.07
06-10-2023,Q4 2023,AAPL,1.968353271484375,FS,1,0.001,0,-37.0,1.0,43221000000.0,33916000000.0,0.07
06-10-2023,Q4 2023,AAPL,1.968353271484375,BRK,0,0.0109,0,-12.0,1.0,43221000000.0,33916000000.0,0.07
06-10-2023,Q4 2023,AAPL,1.968353271484375,FS,1,0.001,0,-12.0,1.0,43221000000.0,33916000000.0,0.07
10-11-2023,Q4 2023,AAPL,0.8651275634765625,BRK,0,0.0109,0,-12.0,1.0,43221000000.0,33916000000.0,0.07
10-11-2023,Q4 2023,AAPL,0.8651275634765625,FS,1,0.001,0,-12.0,1.0,43221000000.0,33916000000.0,0.07
17-11-2023,Q4 2023,AAPL,-2.1524810791015625,BRK,0,0.0109,0,-30.0,1.0,43221000000.0,33916000000.0,0.07
17-11-2023,Q4 2023,AAPL,-2.1524810791015625,FS,1,0.001,0,-30.0,1.0,43221000000.0,33916000000.0,0.07
29-11-2023,Q4 2023,AAPL,-3.119812011718807,BRK,0,0.0109,0,-16.0,1.0,43221000000.0,33916000000.0,0.07
29-11-2023,Q4 2023,AAPL,-3.119812011718807,FS,1,0.001,0,-16.0,1.0,43221000000.0,33916000000.0,0.07
29-02-2024,Q1 2024,AAPL,-1.8087158203124716,BRK,0,0.1283,0,-2.0,1.0,30736000000.0,23636000000.0,0.03
29-02-2024,Q1 2024,AAPL,-1.8087158203124716,FS,1,0.1969999999999999,0,-2.0,1.0,30736000000.0,23636000000.0,0.03
01-04-2024,Q2 2024,AAPL,-2.372314453125,BRK,0,0.4932999999999999,0,-6.0,1.0,28202000000.0,21448000000.0,0.06
