Date,quarter - year,Ticker,diferencia_cierre_vs_apertura,nombre_holding,activity_act,activity_porc,Operacion_insider,resultado_operacion_insider,insider_rating,ebitda,netIncome,eps_surprise
28-09-2020,Q3 2020,AMT,-33.14778137207031,AC,0,0.0006,0,-2.0,1.0,1167000000.0,464400000.0,-0.06
01-10-2020,Q4 2020,AMT,-30.387222290039062,AC,1,0.0138,0,-6.0,1.0,1097000000.0,365100000.0,-0.45
02-11-2020,Q4 2020,AMT,-28.351913452148438,AC,1,0.0138,0,-6.0,1.0,1097000000.0,365100000.0,-0.45
01-12-2020,Q4 2020,AMT,-25.725158691406307,AC,1,0.0138,0,-6.0,1.0,1097000000.0,365100000.0,-0.45
08-12-2020,Q4 2020,AMT,-27.68373107910162,AC,1,0.0138,0,0.0,1.0,1097000000.0,365100000.0,-0.45
10-12-2020,Q4 2020,AMT,-28.297348022460938,AC,1,0.0138,0,-4.0,1.0,1097000000.0,365100000.0,-0.45
21-12-2020,Q4 2020,AMT,-26.123703002929716,AC,1,0.0138,0,-2.0,1.0,1097000000.0,365100000.0,-0.45
28-12-2020,Q4 2020,AMT,-24.42315673828125,AC,1,0.0138,0,-2.0,1.0,1097000000.0,365100000.0,-0.45
04-01-2021,Q1 2021,AMT,-32.91612243652344,AC,0,0.0159,0,-9.0,1.0,1432100000.0,645000000.0,0.18
08-01-2021,Q1 2021,AMT,-22.79925537109378,AC,0,0.0159,0,-2.0,1.0,1432100000.0,645000000.0,0.18
05-02-2021,Q1 2021,AMT,-27.708663940429688,AC,0,0.0159,0,-8.0,1.0,1432100000.0,645000000.0,0.18
02-03-2021,Q1 2021,AMT,-30.866668701171875,AC,0,0.0159,0,-19.0,1.0,1432100000.0,645000000.0,0.18
16-03-2021,Q1 2021,AMT,-23.726318359374943,AC,0,0.0159,0,-20.0,1.0,1432100000.0,645000000.0,0.18
10-05-2021,Q2 2021,AMT,-29.187103271484403,AC,0,0.0001,0,-27.0,1.0,1589200000.0,746300000.0,0.36
10-05-2021,Q2 2021,AMT,-29.187103271484403,AC,0,0.0001,0,-15.0,1.0,1589200000.0,746300000.0,0.36
24-05-2021,Q2 2021,AMT,-27.209121704101534,AC,0,0.0001,0,-3.0,1.0,1589200000.0,746300000.0,0.36
01-06-2021,Q2 2021,AMT,-28.02996826171875,AC,0,0.0001,0,-2.0,1.0,1589200000.0,746300000.0,0.36
06-07-2021,Q3 2021,AMT,-27.921096801757812,AC,0,0.0012,0,-1.0,1.0,1615100000.0,723000000.0,0.38
12-07-2021,Q3 2021,AMT,-30.436721801757812,AC,0,0.0012,0,-33.0,1.0,1615100000.0,723000000.0,0.38
20-07-2021,Q3 2021,AMT,-31.702682495117188,AC,0,0.0012,0,-2.0,1.0,1615100000.0,723000000.0,0.38
30-07-2021,Q3 2021,AMT,-33.46038818359375,AC,0,0.0012,0,-16.0,1.0,1615100000.0,723000000.0,0.38
10-08-2021,Q3 2021,AMT,-36.98309326171875,AC,0,0.0012,0,-2.0,1.0,1615100000.0,723000000.0,0.38
23-08-2021,Q3 2021,AMT,-33.077850341796875,AC,0,0.0012,0,-59.0,1.0,1615100000.0,723000000.0,0.38
24-08-2021,Q3 2021,AMT,-36.66130065917969,AC,0,0.0012,0,-2.0,1.0,1615100000.0,723000000.0,0.38
03-09-2021,Q3 2021,AMT,-31.7548828125,AC,0,0.0012,0,-45.0,1.0,1615100000.0,723000000.0,0.38
07-09-2021,Q3 2021,AMT,-34.683441162109375,AC,0,0.0012,0,-2.0,1.0,1615100000.0,723000000.0,0.38
16-11-2021,Q4 2021,AMT,-30.93463134765625,AC,1,0.0002,0,-2.0,1.0,1396500000.0,453400000.0,-0.16
09-12-2021,Q4 2021,AMT,-33.9566650390625,AC,1,0.0002,0,-18.0,1.0,1396500000.0,453400000.0,-0.16
